,filename,class
85,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.07adc866609a0d58a9fefff60191d328.jpg,0
86,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.1372aae1b48da1a1def9f5ecf40cf329.jpg,0
87,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.426748424f5fceb56b7a7a898e51faff.jpg,0
88,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.579129a06405e1d1c013ceeeef7fec1c.jpg,0
89,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.6c98320ac690806a4cf61f9c104d64b6.jpg,0
90,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.85122cdc284f781dac70b1dc675d5b88.jpg,0
91,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.af2321625134ed9c579750206dc27c44.jpg,0
92,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.e2a4c1a752c80d1d6fbdc3d5e18b6275.jpg,0
93,0__45495337-5d4c-41f5-a63e-1db7764cb962-large16x9_I40Grafitti_jpg.rf.fd97b674770f2105c8f2771affa528ab.jpg,0
94,0__4ad0fe2776073788e59f25851b01691b_jpg.rf.0cfb64a828ce7206e5c526d7fed2e9a6.jpg,0
95,0__4ad0fe2776073788e59f25851b01691b_jpg.rf.10c3343b8d5854d82212a5258d92e63b.jpg,0
96,0__4ad0fe2776073788e59f25851b01691b_jpg.rf.2fc0016285f1fbb922569e5728d71215.jpg,0
97,0__4ad0fe2776073788e59f25851b01691b_jpg.rf.68be0c6b0c7de685ecfe4c1267f98427.jpg,0
98,0__4ad0fe2776073788e59f25851b01691b_jpg.rf.b13edb5bc3514971245e3b247b8df1c1.jpg,0
99,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.01fb01f8e503deb58d989075b6dfc78c.jpg,0
100,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.229bba8527ebcdfc6f9fc1bb3335ba42.jpg,0
101,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.4535afe66200d8a2919942f6682c73ca.jpg,0
102,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.6e66a3074889e8381717fa6bc647fa81.jpg,0
103,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.7aa4c960438c5d7e675b619a79fd2d00.jpg,0
104,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.93c3ea47502a0da8de539712c13573d9.jpg,0
105,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.b676e19a29c6cbffc6c60c7b0bb6fb85.jpg,0
106,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-022_jpg.rf.c9364c6c074d5d2051e0a1adf710da42.jpg,0
107,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-02_jpg.rf.0c19ed4e22b0ee9df38f5358380fe3e0.jpg,0
108,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-02_jpg.rf.23c40131af15898d30f2554bc250b25d.jpg,0
109,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-02_jpg.rf.793588b7a88c608e4347a96cb960abf0.jpg,0
110,0__5290151_050719-kgo-graffiti-covered-highway-sign-img_Image_00-00-17-02_jpg.rf.de7cb9460948305b68ad79b9a32babd8.jpg,0
111,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.25b075da45210bde272831f973a2e6d4.jpg,0
112,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.33dd42769d035d1efafdbfe9f968e72b.jpg,0
113,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.4272006ec80cae02679cd88adf7a86b8.jpg,0
114,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.91c143e3d9b6d5664c9b7285dfba737c.jpg,0
115,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.a835f52810522a3221d515bcac6373e3.jpg,0
116,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.ac67c852a326dd03033f5e10c4789ee8.jpg,0
117,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.e0f780696a2e01fa1e1074171365903f.jpg,0
118,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.e60d5f579cafd80df0af0cd83b7cd326.jpg,0
119,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.ed321df56718ce354a27df3a8756e21f.jpg,0
120,0__8b72f75a-78ea-494b-af61-d40da911ddc4-large16x9_GraffitiBEFORE88thStNEoverpassoverI5inMarysville_jpg.rf.ef3806b858d8db9d92e75bcefbf56f07.jpg,0
121,0__Capture11_JPG_jpg.rf.4adefd8acb9cc39112bc0d8975906068.jpg,0
122,0__Capture11_JPG_jpg.rf.627422abf196b0bc366184557c08ea72.jpg,0
123,0__Capture11_JPG_jpg.rf.6eca729182f70ffbfc39b9dcb648100c.jpg,0
124,0__Capture11_JPG_jpg.rf.73ac13c1563a4922f4835650d1aab425.jpg,0
125,0__Capture11_JPG_jpg.rf.764334457ee4e126490c42885f431704.jpg,0
126,0__Capture11_JPG_jpg.rf.bbff0c9773a1f21a1f25bf01072511c5.jpg,0
127,0__Capture11_JPG_jpg.rf.c38e52647f1eee1bc09505129a4d87c9.jpg,0
128,0__Capture11_JPG_jpg.rf.f5f3cd6dd53d193d99e157fbd8c2b1b8.jpg,0
129,0__Capture11_JPG_jpg.rf.fe19947a5e945195f10888021b390e9c.jpg,0
130,0__Capture12_JPG_jpg.rf.0571e7f934c0f683f8a7e3307c6d2504.jpg,0
131,0__Capture12_JPG_jpg.rf.2510b549649f05bc9ed9d6d9bf1aef00.jpg,0
132,0__Capture12_JPG_jpg.rf.26caa768fdc378791217df30ff733966.jpg,0
133,0__Capture12_JPG_jpg.rf.2dbfc5f9804e771657e3e6012ef56769.jpg,0
134,0__Capture12_JPG_jpg.rf.2f4400f7e4c7b9e07670a462eacb05dc.jpg,0
135,0__Capture12_JPG_jpg.rf.7de86b87e6d6c26f01eedc1bc776606f.jpg,0
136,0__Capture12_JPG_jpg.rf.a906c0cf7389583795bbcb7909441444.jpg,0
137,0__Capture12_JPG_jpg.rf.abcb9424c77b179f4524e045cc0d77fc.jpg,0
138,0__Capture12_JPG_jpg.rf.b44a628f0078c0ac1edc2463cc5a27bd.jpg,0
139,0__Capture12_JPG_jpg.rf.b86f8198e62326fdc11c4b98529ca46a.jpg,0
140,0__Capture13_JPG_jpg.rf.1c2ff31ae12cc2bd1b47b1cab051469b.jpg,0
141,0__Capture13_JPG_jpg.rf.4f1904f04b9fa034c70f62cdc54e0a1a.jpg,0
142,0__Capture13_JPG_jpg.rf.6d30a095369440e534ebb5d034170a35.jpg,0
143,0__Capture13_JPG_jpg.rf.895f4dd601b98dd716c57813b61dda1a.jpg,0
144,0__Capture13_JPG_jpg.rf.a584f887d8574a08fe69e055037773ab.jpg,0
145,0__Capture13_JPG_jpg.rf.c32157202e0bcf8046262bebf2672aa3.jpg,0
146,0__Capture14_JPG_jpg.rf.0790dbfc3bd10b4f3c6b3f014f621a67.jpg,0
147,0__Capture14_JPG_jpg.rf.213212911bcc8e7851f5cc1cf4846a1e.jpg,0
148,0__Capture14_JPG_jpg.rf.80753a1ebcf21b82b3a8b9dbfddfa777.jpg,0
149,0__Capture14_JPG_jpg.rf.820a33e743a02a7f0d32e6a7097e1ecb.jpg,0
150,0__Capture14_JPG_jpg.rf.aa682e7b1ed3249e5a4e95897f7bd88d.jpg,0
151,0__Capture14_JPG_jpg.rf.b138b40c675653ade414f9a72811a42f.jpg,0
152,0__Capture14_JPG_jpg.rf.e4b49252ba23fd50f2bd3e6c877f119a.jpg,0
153,0__Capture15_JPG_jpg.rf.07e6cc5cf05ec2db870b16b2246ac285.jpg,0
154,0__Capture15_JPG_jpg.rf.08662744bfd01d6aa9468bedb0dad5fc.jpg,0
155,0__Capture15_JPG_jpg.rf.5934c71123f4bba26943e1282ca0f252.jpg,0
156,0__Capture15_JPG_jpg.rf.80fc77841d4a7b5b1d8a180eefe80205.jpg,0
157,0__Capture15_JPG_jpg.rf.81e8c3dfbb5ef165779d76bdf174538b.jpg,0
158,0__Capture15_JPG_jpg.rf.900e62d53b9e060e8049cb15481173b3.jpg,0
159,0__Capture15_JPG_jpg.rf.da8cb3a94ab9568ebd15231c35e3e41f.jpg,0
160,0__Capture15_JPG_jpg.rf.f31a08351a348cc2f24c03a3ac6f54d0.jpg,0
161,0__Capture1_JPG_jpg.rf.0f285cca0abdeec7bc8e3d79a5fedbf7.jpg,0
162,0__Capture1_JPG_jpg.rf.3afbf086a74e0dd0e33304b000fa0bb3.jpg,0
163,0__Capture1_JPG_jpg.rf.496469f36765ef09ac612b15d67c930e.jpg,0
164,0__Capture1_JPG_jpg.rf.72f9d22c818f11a48a5e1929c160701d.jpg,0
165,0__Capture1_JPG_jpg.rf.7d7c8c38693c5eb8c3c250b8725b0a66.jpg,0
166,0__Capture1_JPG_jpg.rf.877fcf8d43214aff4ad768ecea22b2df.jpg,0
167,0__Capture1_JPG_jpg.rf.d0e6785623b3bbad2e54013c76ef6e70.jpg,0
168,0__Capture1_JPG_jpg.rf.dd57c7d4f7ae47a5a7591f959b2d9703.jpg,0
169,0__Capture1_JPG_jpg.rf.f0f67fc6a6f47f3a402d7fb67598d7cb.jpg,0
170,0__Capture2_JPG_jpg.rf.09f26f3fa7ba28237ab97016ca75803b.jpg,0
171,0__Capture2_JPG_jpg.rf.557286a46b45c697fad42cb68d0718c0.jpg,0
172,0__Capture2_JPG_jpg.rf.62dee11a6319d364ac5dc7aa3602aff5.jpg,0
173,0__Capture2_JPG_jpg.rf.66154d0064671aad14116817e6749ce1.jpg,0
174,0__Capture2_JPG_jpg.rf.66654a43f5e6dd0305908fcdf97b31c3.jpg,0
175,0__Capture2_JPG_jpg.rf.875b5380be152f5064009363dffeae2a.jpg,0
176,0__Capture2_JPG_jpg.rf.9e4c27338041b6f2c8c7a39ca1c15950.jpg,0
177,0__Capture2_JPG_jpg.rf.c4e9dd7fd5aa27ee067e1703f0ffd775.jpg,0
178,0__Capture2_JPG_jpg.rf.d3223ce80c568fee2ad691d5e2bbfa94.jpg,0
179,0__Capture2_JPG_jpg.rf.deb9f9eeae93ccb0074c1141c995926c.jpg,0
180,0__Capture3_JPG_jpg.rf.13de716c5fddc1548ca27e6106998fd8.jpg,0
181,0__Capture3_JPG_jpg.rf.166a133918fd4aafa9cf33ed06d3dcfd.jpg,0
182,0__Capture3_JPG_jpg.rf.51f10a653268ea501e1ed4b05803fbe5.jpg,0
183,0__Capture3_JPG_jpg.rf.562284f1f265345bb23b5d0abbe1bab6.jpg,0
184,0__Capture3_JPG_jpg.rf.577922ce7b973c8b7058e0ff22068049.jpg,0
185,0__Capture3_JPG_jpg.rf.59db22f9e7bac3c0c9a774c7c66cda9e.jpg,0
186,0__Capture3_JPG_jpg.rf.5fcfe86c0ba897b0b9b45fe0d78a4252.jpg,0
187,0__Capture3_JPG_jpg.rf.aa1dd8085416ffef8ed1c3b7ca463953.jpg,0
188,0__Capture3_JPG_jpg.rf.f8a1f2a6467d208d4e5b21e1c6a37b8f.jpg,0
189,0__Capture4_JPG_jpg.rf.2a30aaa2b79a5e7ddc784770bd24c0fb.jpg,0
190,0__Capture4_JPG_jpg.rf.38a2edbc073c143e5361c8e53bde30fd.jpg,0
191,0__Capture4_JPG_jpg.rf.5dd80b7278b71e2364c5609c6bb384ad.jpg,0
192,0__Capture4_JPG_jpg.rf.d423c78b7a666b14a041ac797091b30c.jpg,0
193,0__Capture5_JPG_jpg.rf.209b51a27f69cb857460eac5d9b0308e.jpg,0
194,0__Capture5_JPG_jpg.rf.5f7d91a2d9b52eaa0143c71b2404b544.jpg,0
195,0__Capture5_JPG_jpg.rf.7157e808395e09211800dd22e0502a52.jpg,0
196,0__Capture5_JPG_jpg.rf.78e6da52935a8bb58a14f33008b42cc0.jpg,0
197,0__Capture5_JPG_jpg.rf.8e02d30ec4c4707bf3afa5e653529118.jpg,0
198,0__Capture5_JPG_jpg.rf.adca3ba8b29a45d677907879266dac4a.jpg,0
199,0__Capture5_JPG_jpg.rf.af6b01beae8f7ca648a064517da6e9b6.jpg,0
200,0__Capture5_JPG_jpg.rf.d9654170bdcb3c723b6c971ba3c4aa19.jpg,0
201,0__Capture5_JPG_jpg.rf.f99bedcfec166c37f9ccb147bc5e2d50.jpg,0
202,0__Capture82_jpg.rf.1b3191dc1f1d682c59086aecab1d845c.jpg,0
203,0__Capture82_jpg.rf.4e31e1119f30c2eff153ea03006d4b85.jpg,0
204,0__Capture82_jpg.rf.6e82dafd4b05e04b524429d05e9dcae3.jpg,0
205,0__Capture82_jpg.rf.7c2d7904a9d8ac4c9bdbc1fc6644a017.jpg,0
206,0__Capture82_jpg.rf.8e6dd3eec655c9577495a9d7c6d8b876.jpg,0
207,0__Capture82_jpg.rf.a59701a02a893df09043f71b7a810a18.jpg,0
208,0__Capture82_jpg.rf.b9cf6dcc16f2af3275dcd5ccebd84b0a.jpg,0
209,0__Capture82_jpg.rf.c3b7aeddf02a81086e67cbaab9191360.jpg,0
210,0__Capture82_jpg.rf.ea7d4b0a9e099fc48f9d27f7909090ed.jpg,0
211,0__Capture82_jpg.rf.fc9cf605d6a7d2ba3db409d735f4351f.jpg,0
212,0__Capture8_JPG_jpg.rf.21b8b795e8f78dc9563ac571295b9963.jpg,0
213,0__Capture8_JPG_jpg.rf.28ac5d46e8145b427b9b5958be1df86c.jpg,0
214,0__Capture8_JPG_jpg.rf.3f2def109b2350b6c2e440b0070dc88a.jpg,0
215,0__Capture8_JPG_jpg.rf.4453e2f2de3a161e0eebfad57749e9f7.jpg,0
216,0__Capture8_JPG_jpg.rf.47474756bd2224ff89863aca3f4edc0e.jpg,0
217,0__Capture8_JPG_jpg.rf.52365237f9e6d4a1f7786db0769989f1.jpg,0
218,0__Capture8_JPG_jpg.rf.780ddb35d50e4e43cb2540e80c09a0e2.jpg,0
219,0__Capture8_JPG_jpg.rf.7c57ff99391b4c5d7e91537c39b1d5ce.jpg,0
220,0__Capture8_JPG_jpg.rf.c9c2e1ad67d06e9a7d8249c0147af741.jpg,0
221,0__Capture8_JPG_jpg.rf.f85583adcb5e501b07d5ce6c17724b9d.jpg,0
222,0__Capture9_JPG_jpg.rf.04c075b76d3e8a0bc4726faf9385cda9.jpg,0
223,0__Capture9_JPG_jpg.rf.160a458dd53e4a1a8c7776781bec2655.jpg,0
224,0__Capture9_JPG_jpg.rf.4b5c08ff09f54520d481d06b7f421d9b.jpg,0
225,0__Capture9_JPG_jpg.rf.4f115a6cbf917298f578d7771657e297.jpg,0
226,0__Capture9_JPG_jpg.rf.4f9ecc5923d427d5c2c087996ef3a6fd.jpg,0
227,0__Capture9_JPG_jpg.rf.71b5f57e3e6ac8db023910eee5ba8907.jpg,0
228,0__Capture9_JPG_jpg.rf.d3b2afe1ce3bd4265072cc7d3876fcba.jpg,0
229,0__Capture9_JPG_jpg.rf.db722f62d526575a1f4970130c9d4b3a.jpg,0
230,0__Capture9_JPG_jpg.rf.eb33cfafcf7c81bc236d16e5cfe3af54.jpg,0
231,0__Capture_JPG_jpg.rf.2231a622448196c8620fbe2cba2b1b8f.jpg,0
232,1__Capture_JPG_jpg.rf.2231a622448196c8620fbe2cba2b1b8f.jpg,1
233,2__Capture_JPG_jpg.rf.2231a622448196c8620fbe2cba2b1b8f.jpg,1
234,0__Capture_JPG_jpg.rf.4fd3767f4f1d69d9aadd2ae6c107c946.jpg,0
235,1__Capture_JPG_jpg.rf.4fd3767f4f1d69d9aadd2ae6c107c946.jpg,1
236,2__Capture_JPG_jpg.rf.4fd3767f4f1d69d9aadd2ae6c107c946.jpg,1
237,0__Capture_JPG_jpg.rf.8dd01dd329569215e8b742583d18ae61.jpg,0
238,1__Capture_JPG_jpg.rf.8dd01dd329569215e8b742583d18ae61.jpg,1
239,2__Capture_JPG_jpg.rf.8dd01dd329569215e8b742583d18ae61.jpg,1
240,0__Capture_JPG_jpg.rf.9f40e423bd8f8da4b4d7e9395c5d85e3.jpg,0
241,1__Capture_JPG_jpg.rf.9f40e423bd8f8da4b4d7e9395c5d85e3.jpg,1
242,2__Capture_JPG_jpg.rf.9f40e423bd8f8da4b4d7e9395c5d85e3.jpg,1
243,0__Capture_JPG_jpg.rf.e47c58577a327aa1e244de3f228d401f.jpg,0
244,1__Capture_JPG_jpg.rf.e47c58577a327aa1e244de3f228d401f.jpg,1
245,2__Capture_JPG_jpg.rf.e47c58577a327aa1e244de3f228d401f.jpg,1
246,0__CtZ_U1jVIAA4PqJ_jpg.rf.1c03eba6db2e109baa29617e6b7326f7.jpg,0
247,0__CtZ_U1jVIAA4PqJ_jpg.rf.6813068334db6e38cb0145cd7bb87e3f.jpg,0
248,0__CtZ_U1jVIAA4PqJ_jpg.rf.88e9378b5788ed3517c6fe37cca79c64.jpg,0
249,0__CtZ_U1jVIAA4PqJ_jpg.rf.c3546db258d50218a039d094b4011998.jpg,0
250,0__CtZ_U1jVIAA4PqJ_jpg.rf.cb689110da687fdd3308f9dc2d04b67c.jpg,0
251,0__CtZ_U1jVIAA4PqJ_jpg.rf.f12669e07fa8fb3b67029a7e08ef4f8d.jpg,0
252,0__deansunshine_landofsunshine_melbourne_streetart_graffiti_road-traffic-signs-of-melbourne-2019-18_jpg.rf.39f4f1bf414c131af430543c4d8ba7b9.jpg,0
253,0__deansunshine_landofsunshine_melbourne_streetart_graffiti_road-traffic-signs-of-melbourne-2019-18_jpg.rf.43577c8a380386bfbc3a285c86ae0cc3.jpg,0
254,0__deansunshine_landofsunshine_melbourne_streetart_graffiti_road-traffic-signs-of-melbourne-2019-18_jpg.rf.647ecb652ed1295aa92ca00c0e6ffea8.jpg,0
